job_title,experience_level,employment_type,company_size,company_location,industry,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
AI Engineer,Mid,Full-time,M,US,Energy,0,7.6,Masters,Python,13,0,True,17.5,134137
Data Science Manager,Mid,Full-time,L,AU,Retail,0,4.8,Bachelors,Python,6,2,True,0.5,94038
Machine Learning Engineer,Entry,Full-time,M,DE,Technology,0,4.0,PhD,Python,10,2,True,10.9,63044
Machine Learning Engineer,Senior,Full-time,M,US,Technology,100,12.6,Self-taught,Python,6,2,True,12.7,168110
Analytics Engineer,Executive,Full-time,S,DE,Finance,50,17.3,Self-taught,Python,14,5,True,9.7,159344
Research Scientist,Senior,Full-time,M,DE,Healthcare,50,11.5,Masters,Python,7,2,True,14.2,110921
Data Analyst,Lead,Contract,M,IN,Technology,0,16.4,Bachelors,SQL,7,3,False,1.6,35082
Machine Learning Engineer,Mid,Full-time,S,DE,Finance,0,5.5,Bachelors,Python,11,4,True,20.7,123908
Data Scientist,Lead,Full-time,M,PL,Manufacturing,100,13.9,Bachelors,Python,8,2,True,11.8,77963
Business Intelligence Analyst,Entry,Full-time,S,US,Technology,0,3.0,Bachelors,Python,11,1,True,15.0,47418
AI Engineer,Executive,Full-time,L,DE,Finance,100,20.3,Masters,Python,6,4,True,16.0,248762
Data Scientist,Lead,Full-time,S,US,Retail,0,16.3,Masters,SQL,11,3,False,6.0,218179
Computer Vision Engineer,Executive,Full-time,L,US,Consulting,100,15.7,Self-taught,Python,10,2,True,14.4,251611
Data Science Manager,Mid,Contract,M,CA,Consulting,100,3.9,Bachelors,SQL,11,1,False,0.9,117448
MLOps Engineer,Entry,Full-time,M,US,Government,100,3.0,Masters,Scala,11,0,False,0.0,77655
Machine Learning Engineer,Senior,Contract,L,US,Manufacturing,50,14.1,Bachelors,Python,7,3,True,6.3,141413
AI Engineer,Entry,Full-time,S,US,Finance,100,0.2,Bachelors,Rust,9,1,True,8.3,81352
Data Scientist,Senior,Contract,M,US,Media,100,12.9,Bachelors,R,8,2,True,12.0,145225
Data Scientist,Mid,Part-time,L,US,Technology,100,3.3,Bachelors,Python,9,1,False,3.0,57960
Data Engineer,Entry,Part-time,S,IN,Consulting,0,0.0,Self-taught,Python,4,1,False,0.5,12000
Machine Learning Engineer,Mid,Full-time,M,US,Education,0,6.5,Masters,Python,5,0,True,12.0,116273
Analytics Engineer,Entry,Full-time,L,FR,Healthcare,50,4.1,PhD,Python,3,5,True,2.9,59382
Data Analyst,Mid,Full-time,L,US,Retail,100,5.8,Masters,Python,8,1,False,0.8,98756
Data Scientist,Mid,Part-time,M,IN,Consulting,100,7.8,Bachelors,SQL,11,3,False,4.9,19188
MLOps Engineer,Mid,Full-time,M,US,Consulting,50,2.9,Bootcamp,Python,8,3,True,17.4,97795
Business Intelligence Analyst,Entry,Full-time,L,US,Consulting,100,2.0,Bachelors,R,5,3,True,7.7,63754
Business Intelligence Analyst,Senior,Full-time,S,IN,Manufacturing,0,10.9,Bachelors,Python,4,1,True,12.3,19740
Analytics Engineer,Senior,Full-time,M,IN,Healthcare,100,11.0,Masters,SQL,8,3,True,12.6,34741
Data Science Manager,Senior,Full-time,M,GB,Consulting,50,13.4,Bachelors,R,9,1,False,1.0,140561
Machine Learning Engineer,Senior,Full-time,L,US,Technology,0,11.9,Bachelors,Python,14,5,True,8.5,244396
Analytics Engineer,Senior,Full-time,S,GB,Technology,100,11.6,Bootcamp,Python,7,2,False,3.6,77053
Machine Learning Engineer,Executive,Full-time,S,GB,Consulting,0,21.1,Masters,SQL,4,4,True,10.3,173856
Data Engineer,Lead,Full-time,M,US,Consulting,0,13.9,Bachelors,Python,5,1,True,11.1,179934
Computer Vision Engineer,Senior,Contract,M,US,Finance,0,7.2,Bootcamp,Python,9,3,True,7.1,171885
Machine Learning Engineer,Lead,Full-time,S,FR,Manufacturing,100,12.8,Bachelors,SQL,10,2,True,15.9,110550
Analytics Engineer,Senior,Full-time,M,CA,Healthcare,50,10.0,Masters,Python,10,1,False,2.4,90678
Machine Learning Engineer,Mid,Contract,M,FR,Healthcare,100,1.9,Masters,SQL,7,1,True,12.6,81743
Data Scientist,Senior,Full-time,L,US,Technology,0,13.2,PhD,Python,4,0,True,23.6,186121
Data Scientist,Senior,Full-time,S,US,Finance,0,10.8,Bootcamp,Python,11,3,False,4.1,105687
Machine Learning Engineer,Executive,Full-time,M,IN,Consulting,50,18.3,Masters,Python,10,3,True,16.8,50857
MLOps Engineer,Mid,Full-time,M,CA,Finance,0,3.6,Bachelors,Python,12,5,False,2.2,87121
Analytics Engineer,Mid,Part-time,M,US,Media,0,5.0,Bachelors,Python,8,2,False,1.2,43479
Data Engineer,Entry,Full-time,S,CA,Consulting,50,0.5,Bachelors,SQL,9,1,True,12.5,58237
Data Scientist,Senior,Full-time,L,CA,Healthcare,0,11.0,PhD,Python,8,3,False,4.5,117831
AI Engineer,Mid,Full-time,L,DE,Finance,0,1.2,Masters,Python,11,2,True,17.0,147894
Data Analyst,Senior,Full-time,M,AU,Manufacturing,50,7.8,Self-taught,Python,8,4,False,1.8,72327
Data Engineer,Lead,Part-time,M,NL,Healthcare,100,15.7,Bachelors,Python,10,3,False,2.7,53135
AI Engineer,Lead,Full-time,S,US,Media,0,16.7,Bootcamp,Python,6,1,True,22.4,136569
Data Engineer,Entry,Full-time,M,BR,Finance,0,1.1,Bachelors,Python,8,0,False,3.8,20945
Machine Learning Engineer,Senior,Full-time,M,GB,Technology,0,12.9,Bachelors,Python,6,1,True,13.9,153611
Data Scientist,Senior,Full-time,L,AU,Manufacturing,50,10.0,Masters,Python,9,0,False,4.8,147998
Data Analyst,Mid,Full-time,S,GB,Manufacturing,50,5.3,Bachelors,Python,12,1,True,14.0,42663
LLM Engineer,Mid,Full-time,L,FR,Technology,100,5.5,Self-taught,Python,13,1,True,18.3,78368
Machine Learning Engineer,Senior,Part-time,M,US,Finance,100,11.0,Bootcamp,Scala,7,2,True,12.8,105327
Business Intelligence Analyst,Mid,Full-time,S,US,Technology,100,6.4,Bachelors,Python,7,1,True,8.7,87456
Business Intelligence Analyst,Mid,Contract,L,US,Finance,50,8.8,Bachelors,Julia,7,2,False,2.8,123800
Data Analyst,Lead,Full-time,L,IN,Finance,50,14.0,Masters,Python,2,0,False,0.0,51523
Data Engineer,Entry,Full-time,M,NL,Finance,100,1.3,Bachelors,R,6,0,False,2.7,77915
Machine Learning Engineer,Executive,Full-time,S,CA,Healthcare,100,17.9,Bachelors,SQL,7,3,True,8.5,132409
Data Scientist,Senior,Full-time,L,CA,Finance,0,10.7,,Julia,8,0,False,1.2,118772
Data Scientist,Executive,Full-time,M,US,Technology,0,18.9,Masters,Python,5,3,False,4.4,190984
LLM Engineer,Senior,Full-time,M,US,Retail,0,7.1,Masters,SQL,6,3,False,2.2,145544
LLM Engineer,Senior,Full-time,M,US,Technology,0,8.0,Masters,Python,7,1,True,4.7,199191
Data Engineer,Lead,Full-time,M,DE,Media,100,14.4,Bootcamp,Python,10,1,True,10.2,117763
MLOps Engineer,Mid,Full-time,M,US,Finance,50,5.7,Masters,Java,8,0,True,20.2,124471
Machine Learning Engineer,Lead,Full-time,S,IN,Finance,0,12.0,Masters,Julia,11,2,True,5.4,69156
Analytics Engineer,Entry,Full-time,S,US,Technology,0,2.0,Bootcamp,SQL,7,1,True,11.9,67880
Data Engineer,Senior,Full-time,L,US,Consulting,100,9.3,Masters,SQL,9,2,True,9.3,166045
Machine Learning Engineer,Mid,Full-time,L,US,Finance,100,8.5,Bachelors,Python,7,2,True,8.9,146933
Business Intelligence Analyst,Lead,Full-time,M,US,Finance,0,18.1,Bachelors,Python,7,2,True,12.4,142637
LLM Engineer,Mid,Contract,M,IN,Technology,0,4.0,Bachelors,Python,5,0,False,3.5,37125
Data Engineer,Senior,Contract,L,FR,Technology,50,12.0,Bachelors,Python,5,1,True,12.3,95126
Business Intelligence Analyst,Mid,Full-time,L,IN,Healthcare,0,3.0,Masters,Python,5,3,True,12.3,23746
Data Engineer,Mid,Full-time,M,DE,Finance,50,8.4,Bootcamp,Python,8,2,True,11.0,91376
MLOps Engineer,Senior,Full-time,M,US,Manufacturing,50,9.9,Bachelors,Java,8,2,True,7.9,176104
MLOps Engineer,Mid,Full-time,S,PL,Technology,50,3.8,Bachelors,Julia,4,2,False,1.5,38261
Data Engineer,Mid,Contract,M,US,Healthcare,0,7.3,Bachelors,Java,7,3,False,1.0,83125
LLM Engineer,Senior,Full-time,M,US,Healthcare,50,10.8,Bootcamp,Python,9,1,True,19.4,127952
Machine Learning Engineer,Senior,Full-time,S,GB,Government,50,12.2,Bachelors,Python,11,2,True,8.2,88841
Data Science Manager,Senior,Full-time,S,CA,Technology,100,10.9,Masters,Java,7,2,True,5.4,133182
Computer Vision Engineer,Entry,Full-time,S,US,Technology,50,0.7,,Rust,4,1,True,16.2,77924
Business Intelligence Analyst,Lead,Full-time,M,US,Technology,100,15.2,Bachelors,Python,8,1,True,10.8,124586
Business Intelligence Analyst,Mid,Part-time,M,CA,Government,50,7.0,PhD,Python,7,2,False,2.7,32755
Data Scientist,Entry,Contract,M,IN,Technology,50,3.8,Bachelors,Python,3,0,True,9.4,18359
Research Scientist,Senior,Full-time,L,GB,Technology,100,9.4,PhD,Python,9,2,True,4.4,166612
Analytics Engineer,Senior,Full-time,S,DE,Technology,50,12.3,Masters,Scala,12,3,False,1.9,110902
Machine Learning Engineer,Entry,Full-time,L,IN,Retail,100,1.6,Masters,Python,6,2,True,16.0,35265
Machine Learning Engineer,Senior,Full-time,S,DE,Technology,50,13.0,Bachelors,SQL,8,0,True,8.3,189088
Data Analyst,Mid,Full-time,S,DE,Media,0,7.5,Bootcamp,Python,7,1,True,3.9,51347
Data Analyst,Mid,Full-time,L,GB,Education,50,4.4,Bachelors,Python,5,1,True,11.3,44932
Analytics Engineer,Senior,Freelance,S,US,Healthcare,50,10.2,Masters,Python,6,2,False,2.5,117271
Data Scientist,Mid,Full-time,S,BR,Retail,50,6.6,Masters,Python,4,3,True,11.0,48600
MLOps Engineer,Senior,Full-time,S,CA,Finance,100,13.5,Masters,Python,13,2,True,15.4,161238
Data Scientist,Executive,Full-time,M,SG,Government,0,16.1,Self-taught,SQL,6,3,False,0.1,103999
Machine Learning Engineer,Entry,Full-time,M,NL,Consulting,100,0.6,PhD,SQL,8,0,False,6.4,81276
Data Scientist,Mid,Full-time,S,GB,Technology,50,7.0,Bachelors,Python,10,0,True,3.5,68191
Research Scientist,Senior,Full-time,S,DE,Retail,50,10.9,Masters,Python,12,0,False,0.0,81014
Data Engineer,Senior,Full-time,M,SG,Healthcare,50,9.1,Bachelors,Python,12,3,False,4.7,105349
Machine Learning Engineer,Entry,Contract,M,BR,Healthcare,0,2.7,Masters,R,8,1,True,4.2,21679
Data Engineer,Mid,Contract,M,DE,Technology,0,5.1,PhD,SQL,4,1,True,8.6,102139
Machine Learning Engineer,Senior,Full-time,M,US,Retail,100,10.3,PhD,Python,8,2,True,10.7,214667
Research Scientist,Lead,Freelance,M,DE,Technology,0,13.0,PhD,Python,5,3,True,15.4,142925
Data Analyst,Senior,Freelance,M,US,Technology,0,11.3,Bachelors,Julia,11,2,True,13.1,97739
Analytics Engineer,Executive,Full-time,L,AU,Finance,50,18.4,Bachelors,Python,7,3,True,16.4,273649
Analytics Engineer,Mid,Full-time,S,US,Technology,100,8.4,Bachelors,Python,5,3,True,13.7,118810
Computer Vision Engineer,Senior,Full-time,M,PL,Consulting,0,10.6,Bachelors,Python,10,1,True,13.8,82781
Data Engineer,Lead,Full-time,S,NL,Healthcare,100,14.8,Bachelors,Java,5,2,True,10.8,114671
Business Intelligence Analyst,Mid,Full-time,M,BR,Technology,0,7.7,Bachelors,SQL,7,1,False,3.2,26035
Data Scientist,Lead,Full-time,S,GB,Retail,50,15.6,Bootcamp,Python,12,2,True,15.7,89220
Data Science Manager,Mid,Full-time,M,CA,Finance,50,5.9,Self-taught,Python,7,1,False,3.1,95937
Data Analyst,Mid,Full-time,M,DE,Technology,100,6.9,Bootcamp,Python,8,3,True,8.1,62933
Data Engineer,Mid,Full-time,M,IN,Retail,100,7.0,PhD,Python,9,3,True,7.7,36253
Data Scientist,Entry,Full-time,L,NL,Technology,100,2.5,Bachelors,Python,8,2,False,0.4,56448
LLM Engineer,Senior,Full-time,S,GB,Energy,100,9.7,Masters,Java,11,4,True,10.0,102834
Machine Learning Engineer,Senior,Contract,L,FR,Retail,0,11.0,Bachelors,Rust,5,2,True,13.7,134861
Data Science Manager,Lead,Full-time,S,AU,Consulting,0,10.7,Self-taught,Python,7,1,True,12.0,138222
Data Scientist,Lead,Contract,M,IN,Healthcare,50,15.5,Bachelors,Python,14,0,True,19.9,49010
Business Intelligence Analyst,Entry,Full-time,M,US,Technology,100,1.8,Bachelors,Python,12,2,False,3.1,79061
Data Engineer,Lead,Part-time,S,US,Education,50,15.0,Bachelors,Python,8,3,True,7.5,77554
Data Analyst,Senior,Part-time,L,DE,Technology,0,9.7,Bachelors,SQL,8,3,True,11.5,56226
Research Scientist,Lead,Full-time,S,US,Retail,100,13.1,Self-taught,Python,5,0,True,13.3,156592
Data Scientist,Entry,Part-time,M,US,Technology,50,1.0,Bachelors,SQL,13,1,False,3.5,53180
Machine Learning Engineer,Mid,Full-time,M,PL,Retail,0,10.6,Bootcamp,SQL,11,2,True,6.9,57588
Machine Learning Engineer,Mid,Full-time,L,AU,Technology,100,6.8,Bachelors,Python,5,0,True,14.4,114203
Data Scientist,Entry,Full-time,M,BR,Technology,50,1.6,Masters,Python,3,2,True,9.9,26543
Machine Learning Engineer,Senior,Full-time,M,FR,Technology,0,11.4,Bachelors,Python,6,1,True,8.7,75310
Data Engineer,Senior,Full-time,M,IN,Technology,50,9.5,PhD,SQL,13,3,True,2.6,43750
Data Analyst,Lead,Full-time,S,SG,Energy,100,17.1,Self-taught,Python,9,2,False,0.6,78013
Computer Vision Engineer,Executive,Full-time,M,AU,Healthcare,100,21.5,Bootcamp,Python,12,6,True,12.4,128248
AI Engineer,Mid,Full-time,S,US,Manufacturing,100,3.0,Bootcamp,Python,11,0,False,1.0,90272
Data Analyst,Entry,Full-time,M,US,Finance,0,5.7,Self-taught,Julia,6,0,True,10.4,51318
Analytics Engineer,Mid,Full-time,S,US,Technology,50,7.1,Bachelors,Java,5,3,True,2.0,87072
Data Engineer,Executive,Full-time,L,IN,Consulting,100,16.4,Masters,Python,4,4,False,2.2,64198
AI Engineer,Lead,Full-time,S,US,Government,0,16.1,Bachelors,Python,10,4,True,12.7,105224
Data Engineer,Mid,Full-time,S,US,Education,100,4.9,Masters,,8,4,False,4.2,94276
Research Scientist,Mid,Full-time,L,BR,Consulting,0,,Bachelors,Python,7,2,True,10.2,33912
MLOps Engineer,Mid,Full-time,S,DE,Finance,50,8.3,Bachelors,Python,13,0,True,13.8,65966
Data Engineer,Lead,Full-time,M,PL,Healthcare,0,13.2,PhD,Python,8,3,False,2.1,123887
LLM Engineer,Senior,Full-time,L,US,Technology,0,8.1,Self-taught,Python,5,0,False,2.0,205828
AI Engineer,Mid,Part-time,M,NL,Government,100,8.4,Bachelors,SQL,1,2,True,8.0,43652
AI Engineer,Mid,Full-time,M,IN,Energy,50,5.8,Bachelors,R,4,1,True,8.3,38326
Data Analyst,Mid,Full-time,S,GB,Government,50,7.1,Masters,R,8,2,False,0.1,54008
Data Analyst,Executive,Full-time,S,AU,Technology,100,16.9,Self-taught,Python,10,2,False,2.9,111671
Data Engineer,Entry,Full-time,M,BR,Manufacturing,100,2.5,Masters,Python,5,2,True,16.9,25703
Data Scientist,Mid,Full-time,L,CA,Energy,0,0.8,PhD,Java,10,1,True,9.0,89544
Data Scientist,Lead,Full-time,L,US,Finance,0,13.8,Masters,Python,10,3,False,3.8,262015
Research Scientist,Senior,Full-time,M,BR,Technology,50,11.2,Masters,SQL,6,3,False,3.3,48276
Data Engineer,Entry,Full-time,M,AU,Retail,50,1.9,Bachelors,Python,9,2,True,3.1,84125
MLOps Engineer,Entry,Full-time,L,IN,Retail,0,1.1,Bachelors,Python,7,0,False,1.3,24112
Data Scientist,Lead,Freelance,M,IN,Technology,0,15.9,PhD,Python,11,2,True,17.4,47511
Analytics Engineer,Senior,Part-time,M,US,Government,100,11.9,PhD,SQL,9,0,True,18.3,102529
Data Analyst,Lead,Full-time,S,US,Healthcare,50,12.2,Masters,Python,12,2,True,14.7,154690
Business Intelligence Analyst,Lead,Full-time,S,AU,Manufacturing,100,13.3,Masters,Python,4,1,True,10.5,104212
Business Intelligence Analyst,Entry,Full-time,M,IN,Finance,0,1.8,Masters,SQL,9,4,True,13.9,19068
MLOps Engineer,Mid,Full-time,L,IN,Technology,50,3.9,Masters,Scala,10,1,True,10.1,38017
Data Engineer,Senior,Full-time,M,US,Consulting,0,9.0,Bachelors,Python,8,2,False,3.5,110918
Data Scientist,Mid,Part-time,M,US,Healthcare,100,5.6,Bachelors,SQL,9,1,False,2.3,69009
Analytics Engineer,Mid,Full-time,S,US,Technology,0,5.5,Masters,Python,3,1,True,8.9,100484
AI Engineer,Lead,Full-time,M,US,Technology,100,15.5,Bootcamp,Python,9,1,True,9.6,183769
Data Scientist,Senior,Full-time,M,GB,Technology,0,10.0,Bachelors,Java,9,1,False,4.8,118269
AI Engineer,Lead,Contract,M,GB,Technology,0,11.8,Masters,R,8,5,False,0.6,199199
Data Scientist,Mid,Full-time,S,BR,Technology,100,4.6,Masters,Scala,9,1,False,1.3,34430
Machine Learning Engineer,Lead,Full-time,M,US,Manufacturing,50,11.1,Bachelors,Python,7,4,True,9.2,229868
AI Engineer,Mid,Full-time,M,US,Technology,0,5.9,Masters,,9,1,False,5.2,115173
LLM Engineer,Senior,Full-time,L,US,Consulting,50,8.7,Bachelors,SQL,9,3,True,19.9,247660
Data Engineer,Senior,Full-time,M,GB,Manufacturing,0,10.4,Bachelors,Python,6,1,False,0.0,98396
Data Analyst,Mid,Contract,M,GB,Consulting,50,6.5,Bootcamp,Python,9,3,False,1.4,66028
Data Engineer,Senior,Freelance,M,US,Consulting,0,12.1,,Python,6,1,True,8.9,129182
Data Scientist,Lead,Contract,M,DE,Education,50,11.6,Masters,Python,3,1,True,15.0,118101
Computer Vision Engineer,Senior,Full-time,M,IN,Government,0,8.5,Bachelors,Python,11,2,True,7.0,29110
Business Intelligence Analyst,Mid,Full-time,M,US,Consulting,50,4.7,Masters,SQL,8,0,True,9.7,117362
AI Engineer,Entry,Full-time,M,GB,Media,100,2.9,Self-taught,Python,9,0,True,7.1,69353
Data Scientist,Entry,Full-time,M,SG,Finance,0,4.8,Bachelors,Python,12,3,False,4.0,51420
Data Scientist,Lead,Full-time,L,IN,Finance,0,14.7,Bachelors,Python,9,4,True,16.3,78333
Computer Vision Engineer,Entry,Full-time,M,PL,Technology,0,2.3,Bachelors,Python,4,1,False,3.9,38164
Data Scientist,Entry,Full-time,L,US,Consulting,0,4.0,Masters,R,5,1,False,3.3,77764
Data Scientist,Mid,Full-time,M,AU,Retail,50,4.6,Masters,Python,7,1,True,13.1,66952
Analytics Engineer,Entry,Full-time,M,GB,Technology,100,0.0,Bachelors,Python,10,1,False,4.2,47306
Data Engineer,Mid,Full-time,M,CA,Healthcare,0,6.2,PhD,Java,8,1,False,1.9,125613
Machine Learning Engineer,Entry,Contract,M,DE,Technology,0,1.5,Self-taught,Scala,6,0,True,15.1,84987
Machine Learning Engineer,Mid,Contract,M,US,Technology,50,3.7,Masters,SQL,6,0,False,0.5,123774
MLOps Engineer,Senior,Contract,M,US,Media,50,8.6,Self-taught,Python,8,1,True,13.8,112758
Machine Learning Engineer,Senior,Full-time,S,US,Manufacturing,0,8.4,,Python,7,2,True,9.0,121578
LLM Engineer,Senior,Freelance,L,FR,Retail,50,9.0,Masters,Python,14,0,True,9.9,139681
Machine Learning Engineer,Entry,Full-time,M,GB,Energy,0,2.1,Masters,Python,5,0,True,14.2,66784
Data Engineer,Lead,Contract,M,GB,Education,100,14.6,Self-taught,Python,9,0,True,10.4,92455
Data Analyst,Senior,Full-time,M,GB,Retail,100,14.1,Masters,Java,6,1,True,3.9,71832
Analytics Engineer,Entry,Full-time,M,US,Technology,0,2.4,Masters,SQL,2,1,False,1.0,83088
Data Analyst,Senior,Full-time,L,US,Technology,0,8.7,Bachelors,R,6,4,True,4.4,131388
AI Engineer,Executive,Full-time,S,IN,Manufacturing,0,17.4,Bachelors,Rust,3,0,True,11.3,53853
AI Engineer,Lead,Full-time,M,US,Consulting,100,15.6,Self-taught,Python,9,3,True,10.0,172265
Data Science Manager,Mid,Contract,S,US,Technology,100,4.5,Masters,SQL,10,1,False,1.0,140904
Data Scientist,Entry,Full-time,L,DE,Technology,0,,Bachelors,Python,5,2,True,15.6,52398
Data Analyst,Lead,Contract,S,US,Healthcare,100,12.3,Bachelors,SQL,9,1,False,2.9,131491
Research Scientist,Mid,Full-time,S,CA,Finance,0,6.5, Masters ,Python,11,1,True,10.1,108387
Data Engineer,Lead,Contract,M,US,Finance,100,14.6,Bachelors,Python,11,5,True,12.8,160174
Data Scientist,Senior,Full-time,L,US,Technology,100,6.5,Masters,Python,9,1,True,5.4,208082
Business Intelligence Analyst,Senior,Contract,S,US,Healthcare,0,12.0,Masters,R,5,4,True,8.5,101308
MLOps Engineer,Lead,Full-time,L,US,Technology,50,14.9,Bachelors,Python,8,4,True,16.1,300823
Data Analyst,Lead,Full-time,M,US,Retail,0,13.1,Masters,Python,8,2,True,10.5,138533
Data Scientist,Executive,Full-time,M,US,Healthcare,100,22.8,,Python,8,0,True,10.7,179953
LLM Engineer,Mid,Full-time,M,DE,Government,100,6.2,Bachelors,Julia,8,1,True,10.2,66994
AI Engineer,Senior,Full-time,M,GB,Finance,100,8.1,PhD,Julia,8,1,True,12.5,164259
Computer Vision Engineer,Entry,Full-time,L,IN,Healthcare,100,2.1,Bootcamp,Python,6,1,True,8.4,24515
Machine Learning Engineer,Lead,Full-time,M,IN,Education,50,14.4,Masters,Python,10,6,True,18.2,49077
Data Analyst,Senior,Full-time,L,PL,Consulting,0,13.4,Self-taught,Python,7,1,True,3.1,50230
Data Scientist,Senior,Full-time,M,US,Finance,50,10.8,Masters,R,10,4,False,1.0,193039
Machine Learning Engineer,Entry,Contract,S,IN,Technology,50,6.4,Masters,Python,12,3,True,10.5,24143
MLOps Engineer,Mid,Full-time,S,GB,Consulting,50,5.9,,Python,7,2,True,4.5,95509
Data Scientist,Entry,Full-time,M,US,Technology,50,2.3,Bachelors,SQL,9,3,False,5.1,52468
Data Engineer,Lead,Full-time,M,IN,Technology,50,13.5,Masters,Python,7,1,True,11.2,66592
Data Engineer,Senior,Full-time,M,US,Healthcare,100,7.6,PhD,Python,6,1,False,3.0,158458
Research Scientist,Entry,Full-time,M,US,Technology,0,3.4,Masters,Python,7,4,True,16.9,123618
Data Analyst,Mid,Full-time,M,IN,Manufacturing,100,7.0,Masters,,4,2,False,2.0,23236
Business Intelligence Analyst,Entry,Full-time,M,US,Finance,0,3.6,Masters,SQL,11,2,True,4.8,102924
Data Engineer,Senior,Full-time,M,US,Manufacturing,50,11.4,Bachelors,Scala,8,0,True,14.5,181873
LLM Engineer,Senior,Full-time,M,IN,Finance,100,9.0,Bachelors,Python,10,2,True,9.3,40418
LLM Engineer,Entry,Full-time,M,CA,Finance,50,1.1,Bachelors,Python,12,1,True,2.8,86480
Business Intelligence Analyst,Mid,Full-time,S,US,Government,0,6.1,Masters,Rust,8,1,True,13.8,82605
Data Analyst,Entry,Full-time,L,CA,Energy,100,0.9,Masters,Scala,9,1,False,2.5,60461
LLM Engineer,Senior,Full-time,M,US,Technology,50,11.6,Masters,,11,2,True,13.4,239006
Data Analyst,Mid,Full-time,S,PL,Technology,100,7.3,Masters,Java,6,2,True,18.0,39695
Data Engineer,Mid,Full-time,M,DE,Retail,100,5.2,Bachelors,Python,4,0,True,7.2,81937
Data Analyst,Entry,Contract,S,IN,Technology,0,3.3,Masters,Python,9,3,True,15.1,17091
Machine Learning Engineer,Senior,Full-time,S,DE,Technology,100,9.1,Bachelors,Java,9,1,True,5.5,84338
Data Scientist,Executive,Part-time,L,IN,Healthcare,0,21.9,PhD,R,8,3,True,8.5,47518
Data Science Manager,Mid,Full-time,S,US,Manufacturing,50,6.0,Masters,SQL,13,4,False,1.2,105743
Data Scientist,Lead,Full-time,M,BR,Energy,100,17.6,Bachelors,SQL,10,4,False,1.3,47108
Machine Learning Engineer,Mid,Full-time,S,AU,Healthcare,50,7.4,Bootcamp,Python,4,1,True,5.5,94314
LLM Engineer,Senior,Full-time,S,IN,Retail,0,13.9,Self-taught,Python,10,2,True,13.9,39153
Data Scientist,Senior,Full-time,M,AU,Technology,100,8.0,Bachelors,Rust,5,0,False,2.8,99074
AI Engineer,Entry,Contract,M,FR,Government,50,4.2,PhD,Python,5,1,True,9.1,50111
AI Engineer,Entry,Full-time,L,US,Technology,50,0.2,Masters,Python,8,0,True,15.9,156037
Analytics Engineer,Mid,Full-time,L,US,Retail,0,3.8,Masters,Python,9,0,False,0.0,136837
MLOps Engineer,Senior,Full-time,L,IN,Finance,50,11.6,Bootcamp,Python,7,1,True,7.4,62030
