job_title,experience_level,employment_type,company_size,industry,company_location_name,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Machine Learning Engineer,Senior,Contract,L,Manufacturing,United States,50,14,Bachelors,Python,7,3,True,6,141413
AI Engineer,Entry,Full-time,S,Finance,United States,100,0,Bachelors,Rust,9,1,True,8,81352
Data Scientist,Senior,Contract,M,Media,United States,100,13,Bachelors,R,8,2,True,12,145225
Data Scientist,Mid,Part-time,L,Technology,United States,100,3,Bachelors,Python,9,1,False,3,57960
Data Engineer,Entry,Part-time,S,Consulting,India,0,0,Self-taught,Python,4,1,False,0,12000
Machine Learning Engineer,Mid,Full-time,M,Education,United States,0,6,Masters,Python,5,0,True,12,116273
Analytics Engineer,Entry,Full-time,L,Healthcare,France,50,4,PhD,Python,3,5,True,3,59382
Data Analyst,Mid,Full-time,L,Retail,United States,100,6,Masters,Python,8,1,False,1,98756
Data Scientist,Mid,Part-time,M,Consulting,India,100,8,Bachelors,SQL,11,3,False,5,19188
MLOps Engineer,Mid,Full-time,M,Consulting,United States,50,3,Bootcamp,Python,8,3,True,17,97795
Business Intelligence Analyst,Entry,Full-time,L,Consulting,United States,100,2,Bachelors,R,5,3,True,8,63754
Business Intelligence Analyst,Senior,Full-time,S,Manufacturing,India,0,11,Bachelors,Python,4,1,True,12,19740
Analytics Engineer,Senior,Full-time,M,Healthcare,India,100,11,Masters,SQL,8,3,True,13,34741
Data Science Manager,Senior,Full-time,M,Consulting,Great Britain,50,13,Bachelors,R,9,1,False,1,140561
Machine Learning Engineer,Senior,Full-time,L,Technology,United States,0,12,Bachelors,Python,14,5,True,8,244396
Analytics Engineer,Senior,Full-time,S,Technology,Great Britain,100,12,Bootcamp,Python,7,2,False,4,77053
Machine Learning Engineer,Executive,Full-time,S,Consulting,Great Britain,0,21,Masters,SQL,4,4,True,10,173856
Data Engineer,Lead,Full-time,M,Consulting,United States,0,14,Bachelors,Python,5,1,True,11,179934
Computer Vision Engineer,Senior,Contract,M,Finance,United States,0,7,Bootcamp,Python,9,3,True,7,171885
Machine Learning Engineer,Lead,Full-time,S,Manufacturing,France,100,13,Bachelors,SQL,10,2,True,16,110550
Analytics Engineer,Senior,Full-time,M,Healthcare,Canada,50,10,Masters,Python,10,1,False,2,90678
Machine Learning Engineer,Mid,Contract,M,Healthcare,France,100,2,Masters,SQL,7,1,True,13,81743
Data Scientist,Senior,Full-time,L,Technology,United States,0,13,PhD,Python,4,0,True,24,186121
Data Scientist,Senior,Full-time,S,Finance,United States,0,11,Bootcamp,Python,11,3,False,4,105687
Machine Learning Engineer,Executive,Full-time,M,Consulting,India,50,18,Masters,Python,10,3,True,17,50857
MLOps Engineer,Mid,Full-time,M,Finance,Canada,0,4,Bachelors,Python,12,5,False,2,87121
Analytics Engineer,Mid,Part-time,M,Media,United States,0,5,Bachelors,Python,8,2,False,1,43479
Data Engineer,Entry,Full-time,S,Consulting,Canada,50,0,Bachelors,SQL,9,1,True,12,58237
Data Scientist,Senior,Full-time,L,Healthcare,Canada,0,11,PhD,Python,8,3,False,4,117831
AI Engineer,Mid,Full-time,L,Finance,Germany,0,1,Masters,Python,11,2,True,17,147894
Data Analyst,Senior,Full-time,M,Manufacturing,Australia,50,8,Self-taught,Python,8,4,False,2,72327
Data Engineer,Lead,Part-time,M,Healthcare,Netherlands,100,16,Bachelors,Python,10,3,False,3,53135
AI Engineer,Lead,Full-time,S,Media,United States,0,17,Bootcamp,Python,6,1,True,22,136569
Data Engineer,Entry,Full-time,M,Finance,Brazil,0,1,Bachelors,Python,8,0,False,4,20945
Machine Learning Engineer,Senior,Full-time,M,Technology,Great Britain,0,13,Bachelors,Python,6,1,True,14,153611
Data Scientist,Senior,Full-time,L,Manufacturing,Australia,50,10,Masters,Python,9,0,False,5,147998
Data Analyst,Mid,Full-time,S,Manufacturing,Great Britain,50,5,Bachelors,Python,12,1,True,14,42663
LLM Engineer,Mid,Full-time,L,Technology,France,100,6,Self-taught,Python,13,1,True,18,78368
Machine Learning Engineer,Senior,Part-time,M,Finance,United States,100,11,Bootcamp,Scala,7,2,True,13,105327
Business Intelligence Analyst,Mid,Full-time,S,Technology,United States,100,6,Bachelors,Python,7,1,True,9,87456
Business Intelligence Analyst,Mid,Contract,L,Finance,United States,50,9,Bachelors,Julia,7,2,False,3,123800
Data Analyst,Lead,Full-time,L,Finance,India,50,14,Masters,Python,2,0,False,0,51523
Data Engineer,Entry,Full-time,M,Finance,Netherlands,100,1,Bachelors,R,6,0,False,3,77915
Machine Learning Engineer,Executive,Full-time,S,Healthcare,Canada,100,18,Bachelors,SQL,7,3,True,8,132409
Data Scientist,Senior,Full-time,L,Finance,Canada,0,11,Unknown,Julia,8,0,False,1,118772
Data Scientist,Executive,Full-time,M,Technology,United States,0,19,Masters,Python,5,3,False,4,190984
LLM Engineer,Senior,Full-time,M,Retail,United States,0,7,Masters,SQL,6,3,False,2,145544
LLM Engineer,Senior,Full-time,M,Technology,United States,0,8,Masters,Python,7,1,True,5,199191
Data Engineer,Lead,Full-time,M,Media,Germany,100,14,Bootcamp,Python,10,1,True,10,117763
MLOps Engineer,Mid,Full-time,M,Finance,United States,50,6,Masters,Java,8,0,True,20,124471
Machine Learning Engineer,Lead,Full-time,S,Finance,India,0,12,Masters,Julia,11,2,True,5,69156
Analytics Engineer,Entry,Full-time,S,Technology,United States,0,2,Bootcamp,SQL,7,1,True,12,67880
Data Engineer,Senior,Full-time,L,Consulting,United States,100,9,Masters,SQL,9,2,True,9,166045
Machine Learning Engineer,Mid,Full-time,L,Finance,United States,100,8,Bachelors,Python,7,2,True,9,146933
Business Intelligence Analyst,Lead,Full-time,M,Finance,United States,0,18,Bachelors,Python,7,2,True,12,142637
LLM Engineer,Mid,Contract,M,Technology,India,0,4,Bachelors,Python,5,0,False,4,37125
Data Engineer,Senior,Contract,L,Technology,France,50,12,Bachelors,Python,5,1,True,12,95126
Business Intelligence Analyst,Mid,Full-time,L,Healthcare,India,0,3,Masters,Python,5,3,True,12,23746
Data Engineer,Mid,Full-time,M,Finance,Germany,50,8,Bootcamp,Python,8,2,True,11,91376
MLOps Engineer,Senior,Full-time,M,Manufacturing,United States,50,10,Bachelors,Java,8,2,True,8,176104
MLOps Engineer,Mid,Full-time,S,Technology,Poland,50,4,Bachelors,Julia,4,2,False,2,38261
Data Engineer,Mid,Contract,M,Healthcare,United States,0,7,Bachelors,Java,7,3,False,1,83125
LLM Engineer,Senior,Full-time,M,Healthcare,United States,50,11,Bootcamp,Python,9,1,True,19,127952
Machine Learning Engineer,Senior,Full-time,S,Government,Great Britain,50,12,Bachelors,Python,11,2,True,8,88841
Data Science Manager,Senior,Full-time,S,Technology,Canada,100,11,Masters,Java,7,2,True,5,133182
Computer Vision Engineer,Entry,Full-time,S,Technology,United States,50,1,Unknown,Rust,4,1,True,16,77924
Business Intelligence Analyst,Lead,Full-time,M,Technology,United States,100,15,Bachelors,Python,8,1,True,11,124586
Business Intelligence Analyst,Mid,Part-time,M,Government,Canada,50,7,PhD,Python,7,2,False,3,32755
Data Scientist,Entry,Contract,M,Technology,India,50,4,Bachelors,Python,3,0,True,9,18359
Research Scientist,Senior,Full-time,L,Technology,Great Britain,100,9,PhD,Python,9,2,True,4,166612
Analytics Engineer,Senior,Full-time,S,Technology,Germany,50,12,Masters,Scala,12,3,False,2,110902
Machine Learning Engineer,Entry,Full-time,L,Retail,India,100,2,Masters,Python,6,2,True,16,35265
Machine Learning Engineer,Senior,Full-time,S,Technology,Germany,50,13,Bachelors,SQL,8,0,True,8,189088
Data Analyst,Mid,Full-time,S,Media,Germany,0,8,Bootcamp,Python,7,1,True,4,51347
Data Analyst,Mid,Full-time,L,Education,Great Britain,50,4,Bachelors,Python,5,1,True,11,44932
Analytics Engineer,Senior,Freelance,S,Healthcare,United States,50,10,Masters,Python,6,2,False,2,117271
Data Scientist,Mid,Full-time,S,Retail,Brazil,50,7,Masters,Python,4,3,True,11,48600
MLOps Engineer,Senior,Full-time,S,Finance,Canada,100,14,Masters,Python,13,2,True,15,161238
Data Scientist,Executive,Full-time,M,Government,Singapore,0,16,Self-taught,SQL,6,3,False,0,103999
Machine Learning Engineer,Entry,Full-time,M,Consulting,Netherlands,100,1,PhD,SQL,8,0,False,6,81276
Data Scientist,Mid,Full-time,S,Technology,Great Britain,50,7,Bachelors,Python,10,0,True,4,68191
Research Scientist,Senior,Full-time,S,Retail,Germany,50,11,Masters,Python,12,0,False,0,81014
Data Engineer,Senior,Full-time,M,Healthcare,Singapore,50,9,Bachelors,Python,12,3,False,5,105349
Machine Learning Engineer,Entry,Contract,M,Healthcare,Brazil,0,3,Masters,R,8,1,True,4,21679
Data Engineer,Mid,Contract,M,Technology,Germany,0,5,PhD,SQL,4,1,True,9,102139
Machine Learning Engineer,Senior,Full-time,M,Retail,United States,100,10,PhD,Python,8,2,True,11,214667
Research Scientist,Lead,Freelance,M,Technology,Germany,0,13,PhD,Python,5,3,True,15,142925
Data Analyst,Senior,Freelance,M,Technology,United States,0,11,Bachelors,Julia,11,2,True,13,97739
Analytics Engineer,Executive,Full-time,L,Finance,Australia,50,18,Bachelors,Python,7,3,True,16,273649
Analytics Engineer,Mid,Full-time,S,Technology,United States,100,8,Bachelors,Python,5,3,True,14,118810
Computer Vision Engineer,Senior,Full-time,M,Consulting,Poland,0,11,Bachelors,Python,10,1,True,14,82781
Data Engineer,Lead,Full-time,S,Healthcare,Netherlands,100,15,Bachelors,Java,5,2,True,11,114671
Business Intelligence Analyst,Mid,Full-time,M,Technology,Brazil,0,8,Bachelors,SQL,7,1,False,3,26035
Data Scientist,Lead,Full-time,S,Retail,Great Britain,50,16,Bootcamp,Python,12,2,True,16,89220
Data Science Manager,Mid,Full-time,M,Finance,Canada,50,6,Self-taught,Python,7,1,False,3,95937
Data Analyst,Mid,Full-time,M,Technology,Germany,100,7,Bootcamp,Python,8,3,True,8,62933
Data Engineer,Mid,Full-time,M,Retail,India,100,7,PhD,Python,9,3,True,8,36253
Data Scientist,Entry,Full-time,L,Technology,Netherlands,100,2,Bachelors,Python,8,2,False,0,56448
LLM Engineer,Senior,Full-time,S,Energy,Great Britain,100,10,Masters,Java,11,4,True,10,102834
Machine Learning Engineer,Senior,Contract,L,Retail,France,0,11,Bachelors,Rust,5,2,True,14,134861
Data Science Manager,Lead,Full-time,S,Consulting,Australia,0,11,Self-taught,Python,7,1,True,12,138222
Data Scientist,Lead,Contract,M,Healthcare,India,50,16,Bachelors,Python,14,0,True,20,49010
Business Intelligence Analyst,Entry,Full-time,M,Technology,United States,100,2,Bachelors,Python,12,2,False,3,79061
Data Engineer,Lead,Part-time,S,Education,United States,50,15,Bachelors,Python,8,3,True,8,77554
Data Analyst,Senior,Part-time,L,Technology,Germany,0,10,Bachelors,SQL,8,3,True,12,56226
Research Scientist,Lead,Full-time,S,Retail,United States,100,13,Self-taught,Python,5,0,True,13,156592
Data Scientist,Entry,Part-time,M,Technology,United States,50,1,Bachelors,SQL,13,1,False,4,53180
Machine Learning Engineer,Mid,Full-time,M,Retail,Poland,0,11,Bootcamp,SQL,11,2,True,7,57588
Machine Learning Engineer,Mid,Full-time,L,Technology,Australia,100,7,Bachelors,Python,5,0,True,14,114203
Data Scientist,Entry,Full-time,M,Technology,Brazil,50,2,Masters,Python,3,2,True,10,26543
Machine Learning Engineer,Senior,Full-time,M,Technology,France,0,11,Bachelors,Python,6,1,True,9,75310
Data Engineer,Senior,Full-time,M,Technology,India,50,10,PhD,SQL,13,3,True,3,43750
Data Analyst,Lead,Full-time,S,Energy,Singapore,100,17,Self-taught,Python,9,2,False,1,78013
Computer Vision Engineer,Executive,Full-time,M,Healthcare,Australia,100,22,Bootcamp,Python,12,6,True,12,128248
AI Engineer,Mid,Full-time,S,Manufacturing,United States,100,3,Bootcamp,Python,11,0,False,1,90272
Data Analyst,Entry,Full-time,M,Finance,United States,0,6,Self-taught,Julia,6,0,True,10,51318
Analytics Engineer,Mid,Full-time,S,Technology,United States,50,7,Bachelors,Java,5,3,True,2,87072
Data Engineer,Executive,Full-time,L,Consulting,India,100,16,Masters,Python,4,4,False,2,64198
AI Engineer,Lead,Full-time,S,Government,United States,0,16,Bachelors,Python,10,4,True,13,105224
Data Engineer,Mid,Full-time,S,Education,United States,100,5,Masters,Python,8,4,False,4,94276
Research Scientist,Mid,Full-time,L,Consulting,Brazil,0,8,Bachelors,Python,7,2,True,10,33912
MLOps Engineer,Mid,Full-time,S,Finance,Germany,50,8,Bachelors,Python,13,0,True,14,65966
Data Engineer,Lead,Full-time,M,Healthcare,Poland,0,13,PhD,Python,8,3,False,2,123887
LLM Engineer,Senior,Full-time,L,Technology,United States,0,8,Self-taught,Python,5,0,False,2,205828
AI Engineer,Mid,Part-time,M,Government,Netherlands,100,8,Bachelors,SQL,1,2,True,8,43652
AI Engineer,Mid,Full-time,M,Energy,India,50,6,Bachelors,R,4,1,True,8,38326
Data Analyst,Mid,Full-time,S,Government,Great Britain,50,7,Masters,R,8,2,False,0,54008
Data Analyst,Executive,Full-time,S,Technology,Australia,100,17,Self-taught,Python,10,2,False,3,111671
Data Engineer,Entry,Full-time,M,Manufacturing,Brazil,100,2,Masters,Python,5,2,True,17,25703
Data Scientist,Mid,Full-time,L,Energy,Canada,0,1,PhD,Java,10,1,True,9,89544
Data Scientist,Lead,Full-time,L,Finance,United States,0,14,Masters,Python,10,3,False,4,262015
Research Scientist,Senior,Full-time,M,Technology,Brazil,50,11,Masters,SQL,6,3,False,3,48276
Data Engineer,Entry,Full-time,M,Retail,Australia,50,2,Bachelors,Python,9,2,True,3,84125
MLOps Engineer,Entry,Full-time,L,Retail,India,0,1,Bachelors,Python,7,0,False,1,24112
Data Scientist,Lead,Freelance,M,Technology,India,0,16,PhD,Python,11,2,True,17,47511
Analytics Engineer,Senior,Part-time,M,Government,United States,100,12,PhD,SQL,9,0,True,18,102529
Data Analyst,Lead,Full-time,S,Healthcare,United States,50,12,Masters,Python,12,2,True,15,154690
Business Intelligence Analyst,Lead,Full-time,S,Manufacturing,Australia,100,13,Masters,Python,4,1,True,10,104212
Business Intelligence Analyst,Entry,Full-time,M,Finance,India,0,2,Masters,SQL,9,4,True,14,19068
MLOps Engineer,Mid,Full-time,L,Technology,India,50,4,Masters,Scala,10,1,True,10,38017
Data Engineer,Senior,Full-time,M,Consulting,United States,0,9,Bachelors,Python,8,2,False,4,110918
Data Scientist,Mid,Part-time,M,Healthcare,United States,100,6,Bachelors,SQL,9,1,False,2,69009
Analytics Engineer,Mid,Full-time,S,Technology,United States,0,6,Masters,Python,3,1,True,9,100484
AI Engineer,Lead,Full-time,M,Technology,United States,100,16,Bootcamp,Python,9,1,True,10,183769
Data Scientist,Senior,Full-time,M,Technology,Great Britain,0,10,Bachelors,Java,9,1,False,5,118269
AI Engineer,Lead,Contract,M,Technology,Great Britain,0,12,Masters,R,8,5,False,1,199199
Data Scientist,Mid,Full-time,S,Technology,Brazil,100,5,Masters,Scala,9,1,False,1,34430
Machine Learning Engineer,Lead,Full-time,M,Manufacturing,United States,50,11,Bachelors,Python,7,4,True,9,229868
AI Engineer,Mid,Full-time,M,Technology,United States,0,6,Masters,Python,9,1,False,5,115173
LLM Engineer,Senior,Full-time,L,Consulting,United States,50,9,Bachelors,SQL,9,3,True,20,247660
Data Engineer,Senior,Full-time,M,Manufacturing,Great Britain,0,10,Bachelors,Python,6,1,False,0,98396
Data Analyst,Mid,Contract,M,Consulting,Great Britain,50,6,Bootcamp,Python,9,3,False,1,66028
Data Engineer,Senior,Freelance,M,Consulting,United States,0,12,Unknown,Python,6,1,True,9,129182
Data Scientist,Lead,Contract,M,Education,Germany,50,12,Masters,Python,3,1,True,15,118101
Computer Vision Engineer,Senior,Full-time,M,Government,India,0,8,Bachelors,Python,11,2,True,7,29110
Business Intelligence Analyst,Mid,Full-time,M,Consulting,United States,50,5,Masters,SQL,8,0,True,10,117362
AI Engineer,Entry,Full-time,M,Media,Great Britain,100,3,Self-taught,Python,9,0,True,7,69353
Data Scientist,Entry,Full-time,M,Finance,Singapore,0,5,Bachelors,Python,12,3,False,4,51420
Data Scientist,Lead,Full-time,L,Finance,India,0,15,Bachelors,Python,9,4,True,16,78333
Computer Vision Engineer,Entry,Full-time,M,Technology,Poland,0,2,Bachelors,Python,4,1,False,4,38164
Data Scientist,Entry,Full-time,L,Consulting,United States,0,4,Masters,R,5,1,False,3,77764
Data Scientist,Mid,Full-time,M,Retail,Australia,50,5,Masters,Python,7,1,True,13,66952
Analytics Engineer,Entry,Full-time,M,Technology,Great Britain,100,0,Bachelors,Python,10,1,False,4,47306
Data Engineer,Mid,Full-time,M,Healthcare,Canada,0,6,PhD,Java,8,1,False,2,125613
Machine Learning Engineer,Entry,Contract,M,Technology,Germany,0,2,Self-taught,Scala,6,0,True,15,84987
Machine Learning Engineer,Mid,Contract,M,Technology,United States,50,4,Masters,SQL,6,0,False,0,123774
MLOps Engineer,Senior,Contract,M,Media,United States,50,9,Self-taught,Python,8,1,True,14,112758
Machine Learning Engineer,Senior,Full-time,S,Manufacturing,United States,0,8,Unknown,Python,7,2,True,9,121578
LLM Engineer,Senior,Freelance,L,Retail,France,50,9,Masters,Python,14,0,True,10,139681
Machine Learning Engineer,Entry,Full-time,M,Energy,Great Britain,0,2,Masters,Python,5,0,True,14,66784
Data Engineer,Lead,Contract,M,Education,Great Britain,100,15,Self-taught,Python,9,0,True,10,92455
Data Analyst,Senior,Full-time,M,Retail,Great Britain,100,14,Masters,Java,6,1,True,4,71832
Analytics Engineer,Entry,Full-time,M,Technology,United States,0,2,Masters,SQL,2,1,False,1,83088
Data Analyst,Senior,Full-time,L,Technology,United States,0,9,Bachelors,R,6,4,True,4,131388
AI Engineer,Executive,Full-time,S,Manufacturing,India,0,17,Bachelors,Rust,3,0,True,11,53853
AI Engineer,Lead,Full-time,M,Consulting,United States,100,16,Self-taught,Python,9,3,True,10,172265
Data Science Manager,Mid,Contract,S,Technology,United States,100,4,Masters,SQL,10,1,False,1,140904
Data Scientist,Entry,Full-time,L,Technology,Germany,0,8,Bachelors,Python,5,2,True,16,52398
Data Analyst,Lead,Contract,S,Healthcare,United States,100,12,Bachelors,SQL,9,1,False,3,131491
Research Scientist,Mid,Full-time,S,Finance,Canada,0,6,Masters,Python,11,1,True,10,108387
Data Engineer,Lead,Contract,M,Finance,United States,100,15,Bachelors,Python,11,5,True,13,160174
Data Scientist,Senior,Full-time,L,Technology,United States,100,6,Masters,Python,9,1,True,5,208082
Business Intelligence Analyst,Senior,Contract,S,Healthcare,United States,0,12,Masters,R,5,4,True,8,101308
MLOps Engineer,Lead,Full-time,L,Technology,United States,50,15,Bachelors,Python,8,4,True,16,300823
Data Analyst,Lead,Full-time,M,Retail,United States,0,13,Masters,Python,8,2,True,10,138533
Data Scientist,Executive,Full-time,M,Healthcare,United States,100,23,Unknown,Python,8,0,True,11,179953
LLM Engineer,Mid,Full-time,M,Government,Germany,100,6,Bachelors,Julia,8,1,True,10,66994
AI Engineer,Senior,Full-time,M,Finance,Great Britain,100,8,PhD,Julia,8,1,True,12,164259
Computer Vision Engineer,Entry,Full-time,L,Healthcare,India,100,2,Bootcamp,Python,6,1,True,8,24515
Machine Learning Engineer,Lead,Full-time,M,Education,India,50,14,Masters,Python,10,6,True,18,49077
Data Analyst,Senior,Full-time,L,Consulting,Poland,0,13,Self-taught,Python,7,1,True,3,50230
Data Scientist,Senior,Full-time,M,Finance,United States,50,11,Masters,R,10,4,False,1,193039
Machine Learning Engineer,Entry,Contract,S,Technology,India,50,6,Masters,Python,12,3,True,10,24143
MLOps Engineer,Mid,Full-time,S,Consulting,Great Britain,50,6,Unknown,Python,7,2,True,4,95509
